Metric,Technology,Run,Optimal Value,Unit
Total cost,,1,8510590160.769237,$US
Capacity,Thermal,1,4897.0,MW
Capacity,Solar PV,1,57850.8456172932,MW
Capacity,Wind,1,18248.407226360145,MW
Capacity,All,1,80996.25284365335,MW
Charge power capacity,Li-Ion,1,0.0,MW
Charge power capacity,CAES,1,1390.4417641794596,MW
Charge power capacity,PHS,1,20795.41816956004,MW
Charge power capacity,H2,1,1355.6548531865103,MW
Charge power capacity,All,1,23541.514786926007,MW
Discharge power capacity,Li-Ion,1,0.0,MW
Discharge power capacity,CAES,1,3037.6749486892923,MW
Discharge power capacity,PHS,1,20795.41816956004,MW
Discharge power capacity,H2,1,851.9865073773642,MW
Discharge power capacity,All,1,24685.079625626695,MW
Average power capacity,Li-Ion,1,0.0,MW
Average power capacity,CAES,1,2214.058356434376,MW
Average power capacity,PHS,1,20795.41816956004,MW
Average power capacity,H2,1,1103.8206802819373,MW
Average power capacity,All,1,24113.29720627635,MW
Energy capacity,Li-Ion,1,-0.0,MWh
Energy capacity,CAES,1,38206.57423398564,MWh
Energy capacity,PHS,1,282192.5392160343,MWh
Energy capacity,H2,1,1284417.9870073092,MWh
Energy capacity,All,1,1604817.100457329,MWh
Duration,Li-Ion,1,-0.0,h
Duration,CAES,1,10.0,h
Duration,PHS,1,12.0,h
Duration,H2,1,1000.0000000000001,h
Total generation,Thermal,1,1513556.4602566855,MWh
Total generation,Solar PV,1,3127247.5091013787,MWh
Total generation,Wind,1,2729900.807202057,MWh
Total generation,Other renewables,1,572625.91629,MWh
Total generation,Hydro,1,671257.99049,MWh
Total generation,Nuclear,1,761513.67135,MWh
Total generation,Li-Ion,1,0.0,MWh
Total generation,CAES,1,64616.83954277999,MWh
Total generation,PHS,1,1451872.814202166,MWh
Total generation,H2,1,106883.45582171297,MWh
Total generation,All,1,10999475.46425678,MWh
Total Imports/Exports,Imports,1,0.0,MWh
Total Imports/Exports,Exports,1,0.0,MWh
Storage energy discharging,Li-Ion,1,0.0,MWh
Storage energy discharging,CAES,1,64616.83954277999,MWh
Storage energy discharging,PHS,1,1451872.814202166,MWh
Storage energy discharging,H2,1,106883.45582171297,MWh
Storage energy discharging,All,1,1623373.109566659,MWh
Total demand,demand,1,8797722.858999,MWh
Storage energy charging,Li-Ion,1,0.0,MWh
Storage energy charging,CAES,1,102220.8082875041,MWh
Storage energy charging,PHS,1,1856614.8519209283,MWh
Storage energy charging,H2,1,242916.94504934677,MWh
Storage energy charging,All,1,2201752.6052577794,MWh
CAPEX,Solar PV,1,3037722230.5944176,$US
CAPEX,Wind,1,1421306232.313193,$US
CAPEX,Thermal,1,0.0,$US
CAPEX,All,1,4459028462.907611,$US
Power-CAPEX,Li-Ion,1,0.0,$US
Power-CAPEX,CAES,1,122546125.6660753,$US
Power-CAPEX,PHS,1,1106263075.3945696,$US
Power-CAPEX,H2,1,114862244.65226454,$US
Power-CAPEX,All,1,1343671445.7129095,$US
Energy-CAPEX,Li-Ion,1,-0.0,$US
Energy-CAPEX,CAES,1,96204584.5950426,$US
Energy-CAPEX,PHS,1,937433313.8859526,$US
Energy-CAPEX,H2,1,129300598.0752263,$US
Energy-CAPEX,All,1,1162938496.5562215,$US
Total-CAPEX,Li-Ion,1,0.0,$US
Total-CAPEX,CAES,1,218750710.2611179,$US
Total-CAPEX,PHS,1,2043696389.2805223,$US
Total-CAPEX,H2,1,244162842.72749084,$US
Total-CAPEX,All,1,2506609942.269131,$US
FOM,Thermal,1,0.0,$US
FOM,Solar PV,1,480050944.9999483,$US
FOM,Wind,1,622392403.2950807,$US
FOM,Li-Ion,1,0.0,$US
FOM,CAES,1,10311377.227939101,$US
FOM,PHS,1,171384191.1193389,$US
FOM,H2,1,52069461.72532758,$US
FOM,All,1,1336208378.3676345,$US
VOM,Thermal,1,11351673.451925142,$US
VOM,Li-Ion,1,0.0,$US
VOM,CAES,1,266267.9030407244,$US
VOM,PHS,1,1495690.3357347874,$US
VOM,H2,1,0.0,$US
VOM,All,1,13113631.690700654,$US
Fuel-Cost,Thermal,1,195629745.53415903,$US
OPEX,Thermal,1,11351673.451925142,$US
OPEX,Solar PV,1,480050944.9999483,$US
OPEX,Wind,1,622392403.2950807,$US
OPEX,Li-Ion,1,0.0,$US
OPEX,CAES,1,10577645.130979825,$US
OPEX,PHS,1,172879881.45507368,$US
OPEX,H2,1,52069461.72532758,$US
OPEX,All,1,1349322010.0583353,$US
Cost,Imports Cost,1,0.0,$US
Revenue,Exports Revenue,1,0.0,$US
Equivalent number of cycles,Li-Ion,1,0.0,-
Equivalent number of cycles,CAES,1,1.6912492375540387,-
Equivalent number of cycles,PHS,1,5.1449723590696195,-
Equivalent number of cycles,H2,1,0.0832154772845802,-
Total VRE curtailment,Solar PV,1,42266.97948703164,MWh
Total VRE curtailment,Wind,1,0.0,MWh
Total VRE curtailment,All,1,42266.97948703164,MWh
VRE curtailment percentage,All,1,0.7164604857907068,%
