Metric,Technology,Run,Optimal Value,Unit
Total cost,,1,6124254403.317724,$US
Capacity,Thermal,1,4897.0,MW
Capacity,Solar PV,1,7168.840367489241,MW
Capacity,Wind,1,36642.940345390314,MW
Capacity,All,1,48708.780712879554,MW
Charge power capacity,Li-Ion,1,458.58910275155256,MW
Charge power capacity,CAES,1,12519.989478746265,MW
Charge power capacity,PHS,1,0.0,MW
Charge power capacity,H2,1,-0.0,MW
Charge power capacity,All,1,12978.578581497817,MW
Discharge power capacity,Li-Ion,1,458.58910275155256,MW
Discharge power capacity,CAES,1,14481.45177959224,MW
Discharge power capacity,PHS,1,-0.0,MW
Discharge power capacity,H2,1,-3.3581342834692704e-12,MW
Discharge power capacity,All,1,14940.040882343788,MW
Average power capacity,Li-Ion,1,458.58910275155256,MW
Average power capacity,CAES,1,13500.720629169253,MW
Average power capacity,PHS,1,0.0,MW
Average power capacity,H2,1,-1.6790671417346352e-12,MW
Average power capacity,All,1,13959.309731920803,MW
Energy capacity,Li-Ion,1,880.3922837760869,MWh
Energy capacity,CAES,1,277173.22482499416,MWh
Energy capacity,PHS,1,-0.0,MWh
Energy capacity,H2,1,5.568835706948281e-11,MWh
Energy capacity,All,1,278053.6171087703,MWh
Duration,Li-Ion,1,1.7803349702665783,h
Duration,CAES,1,15.217467158815852,h
Duration,PHS,1,-0.0,h
Duration,H2,1,-11.003276604112681,h
Total generation,Thermal,1,460530.15563657397,MWh
Total generation,Solar PV,1,118526.70078956186,MWh
Total generation,Wind,1,1763163.2396430587,MWh
Total generation,Other renewables,1,169382.60568999994,MWh
Total generation,Hydro,1,215237.0092399999,MWh
Total generation,Nuclear,1,218072.13432999997,MWh
Total generation,Li-Ion,1,3105.2838513598576,MWh
Total generation,CAES,1,222909.81347999198,MWh
Total generation,PHS,1,0.0,MWh
Total generation,H2,1,1.4136387421560532e-25,MWh
Total generation,All,1,3170926.942660546,MWh
Total Imports/Exports,Imports,1,0.0,MWh
Total Imports/Exports,Exports,1,0.0,MWh
Storage energy discharging,Li-Ion,1,3105.2838513598576,MWh
Storage energy discharging,CAES,1,222909.81347999198,MWh
Storage energy discharging,PHS,1,0.0,MWh
Storage energy discharging,H2,1,1.4136387421560532e-25,MWh
Storage energy discharging,All,1,226015.09733135183,MWh
Total demand,demand,1,2814683.2816500007,MWh
Storage energy charging,Li-Ion,1,3610.795175999835,MWh
Storage energy charging,CAES,1,352632.86583454657,MWh
Storage energy charging,PHS,1,0.0,MWh
Storage energy charging,H2,1,0.0,MWh
Storage energy charging,All,1,356243.6610105464,MWh
CAPEX,Solar PV,1,378250397.77807385,$US
CAPEX,Wind,1,3004863940.4120765,$US
CAPEX,Thermal,1,0.0,$US
CAPEX,All,1,3383114338.1901503,$US
Power-CAPEX,Li-Ion,1,3545658.402028966,$US
Power-CAPEX,CAES,1,593232482.9585774,$US
Power-CAPEX,PHS,1,0.0,$US
Power-CAPEX,H2,1,-1.5665391794997716e-07,$US
Power-CAPEX,All,1,596778141.3606062,$US
Energy-CAPEX,Li-Ion,1,11503289.55575462,$US
Energy-CAPEX,CAES,1,697925304.473843,$US
Energy-CAPEX,PHS,1,-0.0,$US
Energy-CAPEX,H2,1,5.6060705687313826e-09,$US
Energy-CAPEX,All,1,709428594.0295976,$US
Total-CAPEX,Li-Ion,1,15048947.957783587,$US
Total-CAPEX,CAES,1,1291157787.4324203,$US
Total-CAPEX,PHS,1,0.0,$US
Total-CAPEX,H2,1,-1.510478473812458e-07,$US
Total-CAPEX,All,1,1306206735.3902037,$US
FOM,Thermal,1,0.0,$US
FOM,Solar PV,1,59487610.876655124,$US
FOM,Wind,1,1249768674.1899135,$US
FOM,Li-Ion,1,4723467.758340991,$US
FOM,CAES,1,57047150.97419018,$US
FOM,PHS,1,0.0,$US
FOM,H2,1,-8.115943167537731e-08,$US
FOM,All,1,1371026903.7990997,$US
VOM,Thermal,1,3453976.1672743047,$US
VOM,Li-Ion,1,9595.32710070196,$US
VOM,CAES,1,918548.9266032727,$US
VOM,PHS,1,0.0,$US
VOM,H2,1,0.0,$US
VOM,All,1,4382120.42097828,$US
Fuel-Cost,Thermal,1,59524305.51729177,$US
OPEX,Thermal,1,3453976.1672743047,$US
OPEX,Solar PV,1,59487610.876655124,$US
OPEX,Wind,1,1249768674.1899135,$US
OPEX,Li-Ion,1,4733063.085441693,$US
OPEX,CAES,1,57965699.900793456,$US
OPEX,PHS,1,0.0,$US
OPEX,H2,1,-8.115943167537731e-08,$US
OPEX,All,1,1375409024.220078,$US
Cost,Imports Cost,1,0.0,$US
Revenue,Exports Revenue,1,0.0,$US
Equivalent number of cycles,Li-Ion,1,3.527159322706689,-
Equivalent number of cycles,CAES,1,0.8042256376702193,-
Equivalent number of cycles,PHS,1,0.0,-
Equivalent number of cycles,H2,1,2.5384360972102378e-15,-
Total VRE curtailment,Solar PV,1,0.0,MWh
Total VRE curtailment,Wind,1,0.0,MWh
Total VRE curtailment,All,1,0.0,MWh
VRE curtailment percentage,All,1,0.0,%
