Metric,Technology,Run,Optimal Value,Unit
Total cost,,1,13192533342.48722,$US
Capacity,Thermal,1,4897.0,MW
Capacity,Solar PV,1,95162.85571623195,MW
Capacity,Wind,1,21314.776427319783,MW
Capacity,All,1,121374.63214355173,MW
Charge power capacity,Li-Ion,1,-3.546729500894263e-15,MW
Charge power capacity,CAES,1,405.8343030497089,MW
Charge power capacity,PHS,1,32717.934875995536,MW
Charge power capacity,H2,1,2049.833819578308,MW
Charge power capacity,All,1,35173.60299862355,MW
Discharge power capacity,Li-Ion,1,-3.546729500894263e-15,MW
Discharge power capacity,CAES,1,202.57133892946672,MW
Discharge power capacity,PHS,1,32717.934875995536,MW
Discharge power capacity,H2,1,847.5349357293344,MW
Discharge power capacity,All,1,33768.04115065434,MW
Average power capacity,Li-Ion,1,-3.546729500894263e-15,MW
Average power capacity,CAES,1,304.20282098958785,MW
Average power capacity,PHS,1,32717.934875995536,MW
Average power capacity,H2,1,1448.6843776538212,MW
Average power capacity,All,1,34470.82207463894,MW
Energy capacity,Li-Ion,1,-1.5298147115355017e-14,MWh
Energy capacity,CAES,1,2547.855524115913,MWh
Energy capacity,PHS,1,443980.35400301643,MWh
Energy capacity,H2,1,1277706.9902419006,MWh
Energy capacity,All,1,1724235.199769033,MWh
Duration,Li-Ion,1,5.570641875627323,h
Duration,CAES,1,10.000000000000002,h
Duration,PHS,1,12.0,h
Duration,H2,1,1000.0000000000001,h
Total generation,Thermal,1,1483839.8703481024,MWh
Total generation,Solar PV,1,5063226.4127334235,MWh
Total generation,Wind,1,3037834.138662502,MWh
Total generation,Other renewables,1,572625.91629,MWh
Total generation,Hydro,1,671257.99049,MWh
Total generation,Nuclear,1,761513.67135,MWh
Total generation,Li-Ion,1,-3.637978807091713e-12,MWh
Total generation,CAES,1,12237.62785977574,MWh
Total generation,PHS,1,2418411.8943118905,MWh
Total generation,H2,1,122742.28640679494,MWh
Total generation,All,1,14143689.80845249,MWh
Total Imports/Exports,Imports,1,0.0,MWh
Total Imports/Exports,Exports,1,0.0,MWh
Storage energy discharging,Li-Ion,1,-3.637978807091713e-12,MWh
Storage energy discharging,CAES,1,12237.62785977574,MWh
Storage energy discharging,PHS,1,2418411.8943118905,MWh
Storage energy discharging,H2,1,122742.28640679494,MWh
Storage energy discharging,All,1,2553391.808578461,MWh
Total demand,demand,1,10752772.383221,MWh
Storage energy charging,Li-Ion,1,-4.230207915222922e-12,MWh
Storage energy charging,CAES,1,19359.35307575299,MWh
Storage energy charging,PHS,1,3092598.330322111,MWh
Storage energy charging,H2,1,278959.74183362443,MWh
Storage energy charging,All,1,3390917.4252314884,MWh
CAPEX,Solar PV,1,5003878166.446759,$US
CAPEX,Wind,1,1662019853.22339,$US
CAPEX,Thermal,1,0.0,$US
CAPEX,All,1,6665898019.670149,$US
Power-CAPEX,Li-Ion,1,-4.700937043310689e-11,$US
Power-CAPEX,CAES,1,19733526.380762152,$US
Power-CAPEX,PHS,1,2610765719.7386255,$US
Power-CAPEX,H2,1,225273783.20248324,$US
Power-CAPEX,All,1,2855773029.321871,$US
Energy-CAPEX,Li-Ion,1,-1.9988704941809598e-10,$US
Energy-CAPEX,CAES,1,6415528.929775653,$US
Energy-CAPEX,PHS,1,1474886528.5721817,$US
Energy-CAPEX,H2,1,128625011.23026933,$US
Energy-CAPEX,All,1,1609927068.7322266,$US
Total-CAPEX,Li-Ion,1,-2.4689641985120284e-10,$US
Total-CAPEX,CAES,1,26149055.310537808,$US
Total-CAPEX,PHS,1,4085652248.310807,$US
Total-CAPEX,H2,1,353898794.43275255,$US
Total-CAPEX,All,1,4465700098.054097,$US
FOM,Thermal,1,0.0,$US
FOM,Solar PV,1,789668989.76175,$US
FOM,Wind,1,726976045.7303748,$US
FOM,Li-Ion,1,-3.653131385921091e-11,$US
FOM,CAES,1,1106956.4402440407,$US
FOM,PHS,1,269642897.2044247,$US
FOM,H2,1,68080883.42514202,$US
FOM,All,1,1855475772.5619354,$US
VOM,Thermal,1,11128799.027610768,$US
VOM,Li-Ion,1,-1.1241354513913393e-11,$US
VOM,CAES,1,50427.83787433509,$US
VOM,PHS,1,2491399.5652822237,$US
VOM,H2,1,0.0,$US
VOM,All,1,13670626.430767328,$US
Fuel-Cost,Thermal,1,191788825.77027184,$US
OPEX,Thermal,1,11128799.027610768,$US
OPEX,Solar PV,1,789668989.76175,$US
OPEX,Wind,1,726976045.7303748,$US
OPEX,Li-Ion,1,-4.7772668373124303e-11,$US
OPEX,CAES,1,1157384.2781183757,$US
OPEX,PHS,1,272134296.7697069,$US
OPEX,H2,1,68080883.42514202,$US
OPEX,All,1,1869146398.992703,$US
Cost,Imports Cost,1,0.0,$US
Revenue,Exports Revenue,1,0.0,$US
Equivalent number of cycles,Li-Ion,1,254.4370803951812,-
Equivalent number of cycles,CAES,1,4.803109024018191,-
Equivalent number of cycles,PHS,1,5.44711465835594,-
Equivalent number of cycles,H2,1,0.09606450253790728,-
Total VRE curtailment,Solar PV,1,97535.95518613941,MWh
Total VRE curtailment,Wind,1,24170.47114377831,MWh
Total VRE curtailment,All,1,121706.42632991773,MWh
VRE curtailment percentage,All,1,1.4801152295766242,%
