Metric,Technology,Run,Optimal Value,Unit
Total cost,,1,12259410963.789356,$US
Capacity,Thermal,1,0.0,MW
Capacity,Solar PV,1,90045.80236,MW
Capacity,Wind,1,20713.921064673337,MW
Capacity,All,1,110759.72342467334,MW
Charge power capacity,Li-Ion,1,0.0,MW
Charge power capacity,CAES,1,3176.1159611253847,MW
Charge power capacity,PHS,1,28829.34758981736,MW
Charge power capacity,H2,1,1879.4264764837708,MW
Charge power capacity,All,1,33884.89002742652,MW
Discharge power capacity,Li-Ion,1,0.0,MW
Discharge power capacity,CAES,1,1606.1745460049513,MW
Discharge power capacity,PHS,1,28829.34758981736,MW
Discharge power capacity,H2,1,847.731215200581,MW
Discharge power capacity,All,1,31283.253351022893,MW
Average power capacity,Li-Ion,1,0.0,MW
Average power capacity,CAES,1,2391.145253565168,MW
Average power capacity,PHS,1,28829.34758981736,MW
Average power capacity,H2,1,1363.578845842176,MW
Average power capacity,All,1,32584.071689224704,MW
Energy capacity,Li-Ion,1,-0.0,MWh
Energy capacity,CAES,1,20201.77539112767,MWh
Energy capacity,PHS,1,391212.4648794373,MWh
Energy capacity,H2,1,1278002.8926783435,MWh
Energy capacity,All,1,1689417.1329489085,MWh
Duration,Li-Ion,1,-0.0,h
Duration,CAES,1,10.0,h
Duration,PHS,1,12.0,h
Duration,H2,1,1000.0,h
Total generation,Thermal,1,0.0,MWh
Total generation,Solar PV,1,4642524.140590692,MWh
Total generation,Wind,1,2975956.170019404,MWh
Total generation,Other renewables,1,572625.91629,MWh
Total generation,Hydro,1,671257.99049,MWh
Total generation,Nuclear,1,761513.67135,MWh
Total generation,Li-Ion,1,0.0,MWh
Total generation,CAES,1,99243.12797330703,MWh
Total generation,PHS,1,2197717.020698081,MWh
Total generation,H2,1,122365.08794243204,MWh
Total generation,All,1,12043203.125353916,MWh
Total Imports/Exports,Imports,1,0.0,MWh
Total Imports/Exports,Exports,1,0.0,MWh
Storage energy discharging,Li-Ion,1,0.0,MWh
Storage energy discharging,CAES,1,99243.12797330703,MWh
Storage energy discharging,PHS,1,2197717.020698081,MWh
Storage energy discharging,H2,1,122365.08794243204,MWh
Storage energy discharging,All,1,2419325.23661382,MWh
Total demand,demand,1,8797722.858999,MWh
Storage energy charging,Li-Ion,1,0.0,MWh
Storage energy charging,CAES,1,156997.97189392534,MWh
Storage energy charging,PHS,1,2810379.821864554,MWh
Storage energy charging,H2,1,278102.47259643587,MWh
Storage energy charging,All,1,3245480.266354915,MWh
CAPEX,Solar PV,1,4734607207.356783,$US
CAPEX,Wind,1,1610741167.08513,$US
CAPEX,Thermal,1,0.0,$US
CAPEX,All,1,6345348374.441913,$US
Power-CAPEX,Li-Ion,1,0.0,$US
Power-CAPEX,CAES,1,155469842.10638607,$US
Power-CAPEX,PHS,1,2300471368.232538,$US
Power-CAPEX,H2,1,212196435.93464407,$US
Power-CAPEX,All,1,2668137646.273568,$US
Energy-CAPEX,Li-Ion,1,-0.0,$US
Energy-CAPEX,CAES,1,50868298.15422185,$US
Energy-CAPEX,PHS,1,1299593527.1862946,$US
Energy-CAPEX,H2,1,128654799.32292375,$US
Energy-CAPEX,All,1,1479116624.6634402,$US
Total-CAPEX,Li-Ion,1,0.0,$US
Total-CAPEX,CAES,1,206338140.2606079,$US
Total-CAPEX,PHS,1,3600064895.418833,$US
Total-CAPEX,H2,1,340851235.2575678,$US
Total-CAPEX,All,1,4147254270.9370084,$US
FOM,Thermal,1,0.0,$US
FOM,Solar PV,1,747207271.6474688,$US
FOM,Wind,1,706482870.1588622,$US
FOM,Li-Ion,1,0.0,$US
FOM,CAES,1,8721114.496350922,$US
FOM,PHS,1,237595338.4006244,$US
FOM,H2,1,64128726.444444396,$US
FOM,All,1,1764135321.1477509,$US
VOM,Thermal,1,0.0,$US
VOM,Li-Ion,1,0.0,$US
VOM,CAES,1,408953.14230216574,$US
VOM,PHS,1,2264044.120382749,$US
VOM,H2,1,0.0,$US
VOM,All,1,2672997.2626849147,$US
Fuel-Cost,Thermal,1,0.0,$US
OPEX,Thermal,1,0.0,$US
OPEX,Solar PV,1,747207271.6474688,$US
OPEX,Wind,1,706482870.1588622,$US
OPEX,Li-Ion,1,0.0,$US
OPEX,CAES,1,9130067.638653088,$US
OPEX,PHS,1,239859382.52100715,$US
OPEX,H2,1,64128726.444444396,$US
OPEX,All,1,1766808318.4104357,$US
Cost,Imports Cost,1,0.0,$US
Revenue,Exports Revenue,1,0.0,$US
Equivalent number of cycles,Li-Ion,1,0.0,-
Equivalent number of cycles,CAES,1,4.912594366180963,-
Equivalent number of cycles,PHS,1,5.6177070466693,-
Equivalent number of cycles,H2,1,0.09574711344039949,-
Total VRE curtailment,Solar PV,1,258913.63881506977,MWh
Total VRE curtailment,Wind,1,18679.553648547728,MWh
Total VRE curtailment,All,1,277593.1924636175,MWh
VRE curtailment percentage,All,1,3.515585212771367,%
